STCODE,ENTITY,SITECODE,WATERYEAR,DATE_TIME,LABNO,TYPE,Q_AREA_CM,QCODE,PH,PHCODE,COND,CONDCODE,ALK,ALKCODE,SSED,SSEDCODE,SI,SICODE,UTP,UTPCODE,TDP,TDPCODE,PARTP,PARTPCODE,PO4P,PO4PCODE,UTN,UTNCODE,TDN,TDNCODE,DON,DONCODE,PARTN,PARTNCODE,UTKN,UTKNCODE,TKN,TKNCODE,NH3N,NH3NCODE,NO3N,NO3NCODE,NA,NACODE,K,KCODE,CA,CACODE,MG,MGCODE,SO4S,SO4SCODE,CL,CLCODE,DOC,DOCCODE,PVOL,PVOLCODE,ANCA,ANCACODE 
CF002,1,"GSWS07",2009,2009-04-29 12:45:00,4567,F,10.68,A,7.6,A,36.9,A,19.12,A,1.55,A,8.49,A,0.027,A,0.026,A,0.001,D,0.018,A,0.05,A,0.02,A,0.01,D*,0.03,D,,N,,N,0.007,*,0.001,*,2.15,A,0.51,A,3.73,A,0.90,A,0.06,A,0.53,A,0.41,A,12.243,A,1.10,D*
CF002,1,"GSWS07",2009,2009-05-20 10:30:00,4579,F,8.64,A,7.6,A,38.1,A,19.58,A,1.65,A,8.71,A,0.048,A,0.038,A,0.010,D,0.023,A,0.15,A,0.14,A,0.13,D*,0.01,D,,N,,N,0.008,*,0.000,*,2.18,A,0.54,A,3.78,A,0.93,A,0.05,A,0.55,A,0.59,A,10.738,A,1.10,D*
CF002,1,"GSWS07",2009,2009-06-08 12:55:00,4590,F,2.31,A,7.6,A,43.0,A,22.25,A,1.08,A,9.85,A,0.032,A,0.037,A,0.000,D,0.021,A,0.05,A,0.06,A,0.03,D,0.00,D,,N,,N,0.013,A,0.013,A,2.39,A,0.58,A,4.35,A,1.04,A,0.05,A,0.55,A,0.42,A,9.874,A,1.10,D
CF002,1,"GSWS07",2009,2009-07-01 10:10:00,4601,F,1.18,A,7.7,A,46.4,A,24.54,A,0.84,A,10.46,A,0.039,A,0.036,A,0.003,D,0.021,A,0.03,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.001,*,0.005,A,2.58,A,0.62,A,4.74,A,1.13,A,0.06,A,0.55,A,0.46,A,11.824,A,1.12,D*
CF002,1,"GSWS07",2009,2009-07-21 11:05:00,4612,P,0.42,A,7.7,A,51.3,A,26.16,A,0.78,A,11.08,A,0.044,A,0.039,A,0.005,D,0.026,A,0.04,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.001,*,0.005,A,3.03,A,0.94,A,4.98,A,1.22,A,0.05,A,0.73,A,0.45,A,7.475,Q,1.09,D*
CF002,1,"GSWS07",2009,2009-08-11 09:40:00,4623,P,0.28,A,7.8,A,51.7,A,26.62,A,0.36,A,11.30,A,0.045,A,0.045,A,0.000,D,0.031,A,0.03,A,0.01,*,0.01,D*,0.02,D*,,N,,N,0.000,*,0.005,A,2.94,A,0.80,A,5.22,A,1.17,A,0.05,A,0.61,A,0.51,A,10.139,Q,1.10,D*
CF002,1,"GSWS07",2009,2009-09-01 11:55:00,4634,F,0.17,E,7.7,A,52.8,A,27.16,A,0.58,A,11.46,A,0.044,A,0.042,A,0.002,D,0.027,A,0.03,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.004,*,0.002,A,2.91,A,0.79,A,5.37,A,1.20,A,0.05,A,0.63,A,0.40,A,10.035,A,1.10,D*
CF002,1,"GSWS07",2009,2009-09-24 15:55:00,4646,N,0.17,E,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,1,"GSWS07",2010,2009-10-13 15:55:00,4657,P,0.24,A,7.7,A,54.7,A,26.58,A,1.35,A,10.94,A,0.043,A,0.042,A,0.001,D,0.027,A,0.05,A,0.06,A,0.05,D,0.00,D,,N,,N,0.012,A,0.002,A,2.77,A,0.66,A,5.25,A,1.14,A,0.05,A,0.67,A,0.74,A,7.596,Q,1.13,D
CF002,1,"GSWS07",2010,2009-11-04 10:35:00,4668,F,0.69,A,7.7,A,50.1,A,25.29,A,5.34,A,10.74,A,0.057,A,0.046,A,0.011,D,0.031,A,0.09,A,0.09,A,0.06,D,0.00,D,,N,,N,0.025,A,0.003,A,2.67,A,0.68,A,5.04,A,1.03,A,0.05,A,0.76,A,1.67,A,5.964,A,1.13,D
CF002,1,"GSWS07",2010,2009-11-23 16:20:00,4679,F,2.03,A,7.6,A,43.7,A,21.92,A,2.64,A,9.89,A,0.042,A,0.038,A,0.004,D,0.024,A,0.03,A,0.02,A,0.01,D*,0.01,D,,N,,N,0.008,*,0.001,*,2.50,A,0.59,A,4.38,A,0.87,A,0.05,A,0.75,A,1.19,A,7.262,A,1.12,D*
CF002,1,"GSWS07",2010,2009-12-16 11:05:00,4691,F,3.62,A,7.5,A,42.5,A,21.62,A,2.32,A,9.85,A,0.039,A,0.032,A,0.007,D,0.021,A,0.02,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.000,*,0.000,*,2.46,A,0.57,A,4.26,A,0.84,A,0.06,A,0.71,A,0.60,A,8.802,A,1.14,D*
CF002,1,"GSWS07",2010,2010-01-04 15:45:00,4702,F,11.88,A,7.5,A,36.0,A,18.42,A,8.18,A,8.25,A,0.042,A,0.030,A,0.012,D,0.015,A,0.05,A,0.03,A,0.03,D*,0.02,D,,N,,N,0.000,*,0.001,*,2.12,A,0.52,A,3.60,A,0.69,A,0.06,A,0.75,A,0.77,A,10.135,A,1.15,D*
CF002,1,"GSWS07",2010,2010-01-27 14:30:00,4713,F,11.29,A,7.6,A,38.3,A,19.54,A,1.10,A,8.59,A,0.032,A,0.027,A,0.005,D,0.016,A,0.02,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.005,*,0.000,*,2.05,A,0.51,A,3.82,A,0.63,A,0.06,A,0.68,A,0.55,A,9.774,A,1.20,D*
CF002,1,"GSWS07",2010,2010-02-17 14:00:00,4724,F,5.17,A,7.7,A,40.9,A,21.29,A,1.14,A,9.40,A,0.036,A,0.032,A,0.004,D,0.018,A,0.03,A,0.02,A,0.01,D*,0.01,D,,N,,N,0.008,*,0.000,*,2.16,A,0.54,A,4.16,A,0.68,A,0.05,A,0.76,A,0.48,A,7.988,A,1.21,D*
CF002,1,"GSWS07",2010,2010-03-08 12:30:00,4736,F,4.07,A,7.6,A,41.6,A,21.25,A,1.15,A,9.49,A,0.031,A,0.029,A,0.002,D,0.017,A,0.02,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.000,*,0.000,*,2.06,A,0.53,A,4.23,A,0.80,A,0.06,A,0.72,A,0.46,A,7.162,A,1.18,D*
CF002,1,"GSWS07",2010,2010-03-30 12:55:00,4747,F,6.77,A,7.6,A,40.6,A,20.86,A,5.26,A,9.21,A,0.034,A,0.028,A,0.006,D,0.017,A,0.05,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.004,*,0.000,*,2.01,A,0.53,A,4.12,A,0.78,A,0.06,A,0.63,A,0.60,A,9.475,A,1.19,D*
CF002,1,"GSWS07",2010,2010-04-20 14:50:00,4758,F,10.60,A,7.6,A,38.5,A,19.75,A,1.68,A,8.65,A,0.029,A,0.027,A,0.002,D,0.015,A,0.01,*,0.00,*,0.00,D*,0.01,D*,,N,,N,0.005,*,0.000,*,1.93,A,0.49,A,3.88,A,0.75,A,0.05,A,0.58,A,0.56,A,8.470,A,1.18,D*
CF002,1,"GSWS07",2010,2010-05-12 12:35:00,4769,F,7.45,A,7.6,A,41.1,A,20.71,A,1.59,A,9.13,A,0.020,A,0.017,A,0.003,D,0.013,A,0.02,A,0.02,A,0.02,D*,0.00,D,,N,,N,0.003,*,0.000,*,2.31,A,0.53,A,3.99,A,0.75,A,0.05,A,0.60,A,0.48,A,8.249,A,1.16,D*
CF002,1,"GSWS07",2010,2010-06-02 11:45:00,4780,F,5.12,A,7.6,A,42.2,A,21.58,A,1.82,A,9.33,A,0.020,A,0.021,A,0.000,D,0.016,A,0.03,A,0.01,*,0.01,D*,0.02,D*,,N,,N,0.005,*,0.000,*,2.28,A,0.56,A,4.16,A,0.80,A,0.05,A,0.60,A,0.53,A,7.952,A,1.17,D*
CF002,1,"GSWS07",2010,2010-06-23 09:45:00,4792,F,11.29,A,7.6,A,40.5,A,20.71,A,13.16,A,8.58,A,0.026,A,0.019,A,0.007,D,0.019,A,0.07,A,0.05,A,0.01,D*,0.02,D,,N,,N,0.038,A,0.000,*,2.16,A,0.56,A,4.02,A,0.79,A,0.05,A,0.57,A,0.57,A,10.037,A,1.15,D*
CF002,1,"GSWS07",2010,2010-07-13 10:10:00,4803,F,1.59,A,7.7,A,46.8,A,24.83,A,1.50,A,10.49,A,0.025,A,0.023,A,0.002,D,0.020,A,0.03,A,0.02,A,0.01,D*,0.01,D,,N,,N,0.006,*,0.000,*,2.23,A,0.58,A,4.83,A,0.79,A,0.05,A,0.64,A,0.45,A,7.361,A,1.24,D*
CF002,1,"GSWS07",2010,2010-08-02 11:50:00,4814,F,0.69,A,7.7,A,50.7,A,26.33,A,0.89,A,10.96,A,0.026,A,0.026,A,0.000,D,0.024,A,0.02,A,0.01,*,0.01,D*,0.01,D*,,N,,N,0.002,*,0.000,*,2.54,A,0.64,A,5.18,A,0.90,A,0.05,A,0.62,A,0.53,A,7.470,A,1.19,D*
CF002,1,"GSWS07",2010,2010-08-26 11:20:00,4825,F,0.41,A,7.7,A,52.7,A,27.75,A,1.51,A,11.41,A,0.030,A,0.028,A,0.002,D,0.025,A,0.02,A,0.01,*,0.01,D*,0.01,D*,,N,,N,0.004,*,0.000,*,2.76,A,0.67,A,5.45,A,1.00,A,0.05,A,0.62,A,0.49,A,8.658,A,1.17,D*
CF002,1,"GSWS07",2010,2010-09-14 14:30:00,4836,F,0.25,A,7.7,A,53.1,A,27.75,A,0.74,A,11.24,A,0.033,A,0.030,A,0.003,D,0.027,A,0.03,A,0.02,A,0.01,D*,0.01,D,,N,,N,0.008,*,0.000,*,2.82,A,0.65,A,5.49,A,1.02,A,0.05,A,0.62,A,0.74,A,6.908,A,1.16,D*
CF002,1,"GSWS07",2011,2010-10-05 15:10:00,4847,F,0.37,A,7.7,A,53.5,A,27.96,A,3.20,A,11.21,A,0.033,A,0.028,A,0.005,D,0.026,A,0.06,A,0.04,A,0.03,D*,0.02,D,,N,,N,0.014,A,0.001,*,2.78,A,0.70,A,5.65,A,1.13,A,0.04,A,0.65,A,0.82,A,7.699,A,1.13,D*
CF002,1,"GSWS07",2011,2010-10-26 08:05:00,4859,F,0.68,A,7.7,A,52.1,A,27.16,A,4.24,A,10.89,A,0.036,A,0.030,A,0.006,D,0.029,A,0.02,A,0.02,A,0.01,D*,0.00,D,,N,,N,0.011,A,0.000,*,2.74,A,0.67,A,5.45,A,1.10,A,0.05,A,0.68,A,0.76,A,7.609,A,1.14,D*
CF002,1,"GSWS07",2011,2010-11-16 12:30:00,4870,F,2.38,A,7.7,A,46.5,A,24.33,A,2.29,A,10.32,A,0.030,A,0.026,A,0.004,D,0.025,A,0.05,A,0.07,A,0.05,D*,0.00,D,,N,,N,0.016,A,0.000,*,2.57,A,0.63,A,4.80,A,0.94,A,0.05,A,0.77,A,0.87,A,7.839,A,1.15,D*
CF002,1,"GSWS07",2011,2010-12-08 10:40:00,4881,F,8.81,A,7.6,A,42.0,A,21.54,A,5.61,A,9.06,A,0.029,A,0.021,A,0.008,D,0.018,A,0.08,A,0.02,A,0.01,D*,0.06,D,,N,,N,0.011,A,0.001,*,2.37,A,0.58,A,4.28,A,0.84,A,0.06,A,0.69,A,0.61,A,5.544,A,1.13,D*
CF002,1,"GSWS07",2011,2010-12-29 13:30:00,4892,P,19.67,A,7.4,A,35.1,A,17.83,A,14.28,A,7.32,A,0.028,A,0.015,A,0.013,D,0.014,A,0.06,Q,0.11,Q,0.10,DQ,0.00,DQ,,N,,N,0.010,*,0.000,*,1.96,A,0.50,A,3.41,A,0.68,A,0.06,A,0.62,A,0.68,A,9.573,Q,1.17,D*
CF002,1,"GSWS07",2011,2011-01-19 10:47:00,4903,F,19.69,A,7.3,A,33.5,A,16.67,A,84.84,A,7.55,A,0.031,A,0.016,A,0.015,D,0.014,A,0.07,A,0.03,A,0.02,D*,0.04,D,,N,,N,0.006,A,0.001,*,1.92,A,0.47,A,3.27,A,0.65,A,0.06,A,0.58,A,0.62,A,13.377,A,1.13,D*
CF002,1,"GSWS07",2011,2011-02-08 13:30:00,4915,P,6.48,A,7.6,A,36.1,A,17.96,A,1.77,A,8.23,A,0.017,A,0.014,A,0.003,D,0.013,A,0.02,A,0.01,*,0.01,D*,0.01,D*,,N,,N,0.002,*,0.001,*,2.08,A,0.49,A,3.65,A,0.79,A,0.06,A,0.59,A,0.51,A,3.103,Q,1.09,D*
CF002,1,"GSWS07",2011,2011-03-02 11:40:00,4926,F,2.65,A,7.6,A,41.8,A,21.08,A,1.92,A,9.73,A,0.023,A,0.021,A,0.002,D,0.019,A,0.01,*,0.01,*,0.01,D*,0.00,D*,,N,,N,0.004,*,0.000,*,2.31,A,0.53,A,4.28,A,0.93,A,0.05,A,0.59,A,0.41,A,7.167,A,1.09,D*
CF002,1,"GSWS07",2011,2011-03-22 13:50:00,4937,F,11.12,A,7.4,A,36.8,A,18.46,A,2.77,A,8.36,A,0.019,A,0.015,A,0.004,D,0.015,A,0.02,A,0.02,A,0.02,D*,0.00,D,,N,,N,0.004,*,0.000,*,2.11,A,0.49,A,3.69,A,0.82,A,0.06,A,0.56,A,0.50,A,9.343,A,1.09,D*
CF002,1,"GSWS07",2011,2011-04-12 13:55:00,4948,F,14.27,A,7.5,A,35.5,A,18.29,A,1.78,A,8.09,A,0.016,A,0.015,A,0.001,D,0.013,A,0.01,*,0.02,A,0.01,D*,0.00,D*,,N,,N,0.006,*,0.000,*,1.99,A,0.47,A,3.64,A,0.83,A,0.06,A,0.56,A,0.45,A,11.060,A,1.11,D*
CF002,1,"GSWS07",2011,2011-05-01 16:00:00,4959,P,12.91,A,7.4,A,34.6,A,17.87,A,6.09,A,7.81,A,0.018,A,0.013,A,0.005,D,0.012,A,0.04,A,0.01,*,0.00,D*,0.03,D*,,N,,N,0.008,*,0.001,*,2.07,A,0.45,A,3.34,A,0.97,A,0.06,A,0.54,A,0.57,A,5.677,Q,1.08,D*
CF002,1,"GSWS07",2011,2011-05-26 10:45:00,4971,F,8.20,A,7.8,A,38.9,A,19.83,A,0.67,A,8.93,A,0.016,A,0.016,A,0.000,D,0.016,A,0.01,*,0.01,*,0.00,D*,0.00,D*,,N,,N,0.008,*,0.000,*,2.25,A,0.49,A,3.93,A,1.12,A,0.06,A,0.59,A,0.41,A,9.019,A,1.05,D*
CF002,1,"GSWS07",2011,2011-06-15 13:45:00,4982,F,5.29,A,7.6,A,40.6,A,20.58,A,0.62,A,9.18,A,0.018,A,0.016,A,0.002,D,0.016,A,0.04,A,0.00,*,0.00,D*,0.04,D*,,N,,N,0.004,*,0.000,*,2.33,A,0.51,A,4.19,A,1.17,A,0.05,A,0.57,A,0.45,A,7.485,A,1.03,D*
CF002,1,"GSWS07",2011,2011-07-06 09:00:00,4993,F,1.64,A,7.6,A,45.1,A,22.67,A,0.74,A,10.11,A,0.020,A,0.019,A,0.001,D,0.020,A,0.02,A,0.01,*,0.01,D*,0.01,D*,,N,,N,0.004,*,0.000,*,2.55,A,0.60,A,4.59,A,1.29,A,0.05,A,0.72,A,0.44,A,7.835,A,1.04,D*
CF002,1,"GSWS07",2011,2011-07-25 13:30:00,5005,F,0.78,A,7.7,A,48.2,A,24.79,A,0.61,A,10.68,A,0.025,A,0.023,A,0.002,D,0.022,A,0.02,A,0.01,*,0.00,D*,0.01,D*,,N,,N,0.006,*,0.000,*,2.72,A,0.65,A,5.01,A,1.40,A,0.05,A,0.58,A,0.62,A,6.939,A,1.03,D*
CF002,1,"GSWS07",2011,2011-08-16 15:00:00,5016,F,0.51,A,7.7,A,50.6,A,26.04,A,1.22,A,11.14,A,0.028,A,0.025,A,0.003,D,0.024,A,0.02,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.009,*,0.001,*,2.89,A,0.69,A,5.32,A,1.47,A,0.05,A,0.55,A,0.50,A,8.087,A,1.02,D*
CF002,1,"GSWS07",2011,2011-09-06 13:55:00,5027,F,0.20,A,7.7,A,52.4,A,27.36,A,0.90,A,11.33,A,0.030,A,0.026,A,0.004,D,0.024,A,0.05,A,0.01,*,0.00,D*,0.04,D*,,N,,N,0.007,*,0.001,*,2.87,A,0.68,A,5.43,A,1.55,A,0.04,A,0.56,A,0.48,A,7.611,A,1.05,D*
CF002,1,"GSWS07",2011,2011-09-28 09:25:00,5038,F,0.12,A,7.7,A,53.2,A,27.58,A,0.64,A,11.56,A,0.029,A,0.028,A,0.001,D,0.024,A,0.01,A,0.00,*,0.00,D*,0.01,D*,,N,,N,0.023,A,0.000,*,2.91,A,0.67,A,5.51,A,1.60,A,0.05,A,0.61,A,0.62,A,7.818,A,1.04,D*
CF002,1,"GSWS07",2012,2011-10-18 17:30:00,5049,F,0.29,E,7.7,A,51.8,A,26.62,A,2.51,A,11.20,A,0.032,A,0.028,A,0.004,D,0.027,A,0.03,A,0.02,A,0.01,D*,0.01,D,,N,,N,0.012,A,0.001,*,2.87,A,0.64,A,5.42,A,1.57,A,0.05,A,0.60,A,0.83,A,7.328,A,1.02,D*
CF002,1,"GSWS07",2012,2011-11-09 19:10:00,5061,F,0.27,A,7.7,A,51.1,A,26.91,A,1.90,A,11.11,A,0.031,A,0.028,A,0.003,D,0.028,A,0.01,*,0.00,*,0.00,D*,0.01,D*,,N,,N,0.010,*,0.001,*,2.80,A,0.60,A,5.24,A,1.53,A,0.05,A,0.60,A,0.56,A,7.859,A,1.07,D*
CF002,1,"GSWS07",2012,2011-11-30 09:00:00,5072,F,2.32,A,7.6,A,44.2,A,22.87,A,2.64,A,10.17,A,0.033,A,0.029,A,0.004,D,0.026,A,0.04,A,0.02,A,0.01,D*,0.02,D,,N,,N,0.006,*,0.001,*,2.50,A,0.58,A,4.56,A,1.29,A,0.06,A,0.70,A,1.05,A,7.969,A,1.06,D*
CF002,1,"GSWS07",2012,2011-12-21 09:50:00,5083,F,1.17,A,7.6,A,45.4,A,23.50,A,0.73,A,10.66,A,0.027,A,0.025,A,0.002,D,0.022,A,0.01,*,0.00,*,0.00,D*,0.01,D*,,N,,N,0.003,*,0.001,*,2.59,A,0.58,A,4.65,A,1.31,A,0.06,A,0.61,A,0.50,A,7.711,A,1.05,D*
CF002,1,"GSWS07",2012,2012-01-11 15:48:00,5094,F,11.52,A,7.5,A,37.8,A,19.58,A,12.32,A,8.64,A,0.029,A,0.019,A,0.010,D,0.018,A,0.04,A,0.01,*,0.00,D*,0.03,D*,,N,,N,0.009,*,0.002,A,2.19,A,0.52,A,3.85,A,1.07,A,0.06,A,0.63,A,0.89,A,10.679,A,1.06,D*
CF002,1,"GSWS07",2012,2012-02-01 16:00:00,5105,F,24.33,A,7.4,A,32.7,A,16.79,A,20.17,A,7.42,A,0.019,A,0.014,A,0.005,D,0.013,A,0.04,A,0.01,*,0.01,D*,0.03,D*,,N,,N,0.004,*,0.001,*,1.93,A,0.42,A,3.29,A,0.91,A,0.06,A,0.53,A,0.66,A,15.883,A,1.06,D*
CF002,1,"GSWS07",2012,2012-02-22 12:30:00,5117,F,8.71,A,7.6,A,38.1,A,19.58,A,2.54,A,8.97,A,0.016,A,0.014,A,0.002,D,0.014,A,0.02,A,0.00,*,0.00,D*,0.02,D*,,N,,N,0.004,*,0.001,*,2.22,A,0.52,A,3.90,A,1.08,A,0.06,A,0.55,A,0.42,A,7.660,A,1.05,D*
CF002,1,"GSWS07",2012,2012-03-12 11:15:00,5128,F,7.38,A,7.5,A,37.5,A,19.42,A,189.07,A,8.91,A,0.021,A,0.018,A,0.003,D,0.016,A,0.02,A,0.01,*,0.00,D*,0.01,D*,,N,,N,0.009,*,0.002,A,2.14,A,0.53,A,3.87,A,1.07,A,0.05,A,0.57,A,0.41,A,7.328,A,1.05,D*
CF002,1,"GSWS07",2012,2012-04-04 15:30:00,5140,F,25.33,A,7.5,A,32.8,A,17.21,A,11.20,A,7.38,A,0.017,A,0.012,A,0.005,D,0.010,A,0.02,A,0.00,*,0.00,D*,0.02,D*,,N,,N,0.000,*,0.000,*,1.87,A,0.46,A,3.38,A,0.93,A,0.06,A,0.54,A,0.56,A,14.855,A,1.08,D*
CF002,1,"GSWS07",2012,2012-04-25 14:10:00,5151,F,14.47,A,7.5,A,34.8,A,18.29,A,1.25,A,8.13,A,0.013,A,0.013,A,0.000,D,0.012,A,0.02,A,0.01,*,0.01,D*,0.01,D*,,N,,N,0.005,*,0.000,*,1.88,A,0.51,A,3.62,A,0.98,A,0.06,A,0.52,A,0.43,A,10.089,A,1.08,D*
CF002,1,"GSWS07",2012,2012-05-16 11:05:00,5162,P,7.05,A,7.6,A,39.6,A,20.58,A,0.99,A,9.45,A,0.016,A,0.016,A,0.000,D,0.015,A,0.01,*,0.01,*,0.01,D*,0.00,D*,,N,,N,0.001,*,0.001,*,2.31,A,0.49,A,4.04,A,1.13,A,0.06,A,0.55,A,0.41,A,2.614,Q,1.06,D*
CF002,1,"GSWS07",2012,2012-06-06 11:35:00,5174,F,2.31,A,7.6,A,42.1,A,21.87,A,1.11,A,9.89,A,0.019,A,0.020,A,0.000,D,0.018,A,0.01,*,0.00,*,0.00,D*,0.01,D*,,N,,N,0.009,*,0.001,*,2.40,A,0.54,A,4.40,A,1.24,A,0.05,A,0.53,A,0.52,A,7.659,A,1.04,D*
CF002,1,"GSWS07",2012,2012-06-26 12:50:00,5185,F,3.28,A,7.6,A,41.9,A,21.67,A,0.62,A,9.76,A,0.020,A,0.017,A,0.003,D,0.017,A,0.02,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.002,*,0.000,*,2.40,A,0.53,A,4.34,A,1.24,A,0.05,A,0.52,A,0.48,A,7.275,A,1.04,D*
CF002,1,"GSWS07",2012,2012-07-17 12:25:00,5196,F,1.85,E,7.7,A,45.5,A,23.58,A,0.28,A,10.42,A,0.020,A,0.020,A,0.000,D,0.020,A,0.01,*,0.01,*,0.01,D*,0.00,D*,,N,,N,0.003,*,0.000,*,2.55,A,0.60,A,4.52,A,1.33,A,0.05,A,0.54,A,0.44,A,7.495,A,1.06,D*
CF002,1,"GSWS07",2012,2012-08-07 10:00:00,5207,F,0.80,A,7.7,A,49.3,A,25.08,A,0.61,A,11.19,A,0.024,A,0.025,A,0.000,D,0.024,A,0.02,A,0.01,*,0.01,D*,0.01,D*,,N,,N,0.003,*,0.000,*,2.72,A,0.65,A,5.06,A,1.45,A,0.05,A,0.54,A,0.43,A,7.622,A,1.03,D*
CF002,1,"GSWS07",2012,2012-08-28 12:25:00,5219,F,0.37,A,7.7,A,52.1,A,27.21,A,0.32,A,11.58,A,0.028,A,0.025,A,0.003,D,0.027,A,0.01,*,0.00,*,0.00,D*,0.01,D*,,N,,N,0.000,*,0.000,*,2.81,A,0.69,A,5.40,A,1.55,A,0.05,A,0.55,A,0.41,A,7.688,A,1.05,D*
CF002,1,"GSWS07",2012,2012-09-18 08:55:00,5230,F,0.23,A,7.7,A,53.2,A,27.91,A,0.69,A,11.70,A,0.027,A,0.026,A,0.001,D,0.027,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.004,*,0.000,*,2.89,A,0.67,A,5.32,A,1.61,A,0.05,A,0.55,A,0.38,A,7.642,A,1.07,D*
CF002,1,"GSWS07",2013,2012-10-08 12:15:00,5241,F,0.19,A,7.7,A,53.2,A,27.96,A,2.74,A,11.47,A,0.029,A,0.024,A,0.005,D,0.028,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.004,*,0.000,*,2.88,A,0.67,A,5.41,A,1.63,A,0.05,A,0.57,A,0.46,A,7.178,A,1.06,D*
CF002,1,"GSWS07",2013,2012-10-30 07:30:00,5252,P,1.24,A,7.6,A,46.0,A,23.87,A,1.46,A,10.47,A,0.035,A,0.028,A,0.007,D,0.033,A,0.04,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.007,*,0.001,*,2.58,A,0.63,A,4.84,A,1.39,A,0.05,A,0.61,A,1.44,A,4.218,Q,1.03,D*
CF002,1,"GSWS07",2013,2012-11-20 12:10:00,5263,F,3.19,A,7.6,A,43.2,A,22.36,A,2.58,A,9.99,A,0.026,A,0.027,A,0.000,D,0.023,A,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.004,*,0.001,*,2.44,A,0.61,A,4.43,A,1.24,A,0.06,A,0.55,A,0.87,A,8.320,A,1.05,D*
CF002,1,"GSWS07",2013,2012-12-11 14:15:00,5274,F,23.96,A,7.4,A,33.6,A,17.25,A,14.43,A,7.63,A,0.017,A,0.012,A,0.005,D,0.013,A,0.04,A,0.02,A,0.01,D*,0.02,D,,N,,N,0.005,*,0.001,*,1.95,A,0.48,A,3.40,A,0.96,A,0.06,A,0.52,A,0.74,A,14.061,A,1.05,D*
CF002,1,"GSWS07",2013,2013-01-02 15:00:00,5286,F,6.15,A,7.5,A,38.4,A,19.67,A,0.51,A,9.26,A,0.018,A,0.020,A,0.000,D,0.014,A,0.01,*,0.02,A,0.02,D*,0.00,D*,,N,,N,0.000,*,0.000,*,2.14,A,0.53,A,3.90,A,1.10,A,0.05,A,0.53,A,0.39,A,7.851,A,1.05,D*
CF002,1,"GSWS07",2013,2013-01-22 12:30:00,5297,P,6.20,A,7.5,A,38.1,A,19.96,A,0.54,A,9.24,A,0.017,A,0.016,A,0.001,D,0.016,A,0.01,*,0.02,A,0.02,D*,0.00,D*,,N,,N,0.000,*,0.001,*,2.18,A,0.51,A,3.84,A,1.09,A,0.06,A,0.54,A,0.46,A,6.291,Q,1.08,D*
CF002,1,"GSWS07",2013,2013-02-12 11:23:00,5308,F,10.31,A,7.5,A,36.5,A,19.04,A,0.61,A,8.70,A,0.015,A,0.015,A,0.000,D,0.013,A,0.01,*,0.01,*,0.01,D*,0.00,D*,,N,,N,0.004,*,0.000,*,2.09,A,0.49,A,3.71,A,1.04,A,0.06,A,0.54,A,0.43,A,7.826,A,1.07,D*
CF002,1,"GSWS07",2013,2013-03-05 16:05:00,5319,F,6.64,A,7.6,A,38.3,A,19.92,A,0.64,A,9.14,A,0.016,A,0.015,A,0.001,D,0.015,A,0.05,A,0.01,*,0.01,D*,0.04,D*,,N,,N,0.005,*,0.000,*,2.19,A,0.51,A,3.84,A,1.08,A,0.06,A,0.56,A,0.40,A,7.691,A,1.08,D*
CF002,1,"GSWS07",2013,2013-03-27 14:41:00,5330,F,8.87,A,7.6,A,37.4,A,19.71,A,0.52,A,8.85,A,0.016,A,0.014,A,0.002,D,0.015,A,0.01,*,0.01,*,0.01,D*,0.00,D*,,N,,N,0.001,*,0.000,*,2.18,A,0.50,A,3.83,A,1.06,A,0.06,A,0.55,A,0.43,A,7.756,A,1.07,D*
CF002,1,"GSWS07",2013,2013-04-16 10:20:00,5342,F,9.02,A,7.6,A,37.2,A,19.33,A,1.04,A,8.69,A,0.017,A,0.016,A,0.001,D,0.014,A,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.004,*,0.000,*,2.12,A,0.49,A,3.75,A,1.07,A,0.06,A,0.53,A,0.48,A,7.889,A,1.07,D*
CF002,1,"GSWS07",2013,2013-05-08 08:25:00,5353,F,3.77,A,7.6,A,40.9,A,21.67,A,1.04,A,9.65,A,0.019,A,0.018,A,0.001,D,0.017,A,0.02,A,0.01,A,0.00,D*,0.01,D,,N,,N,0.006,*,0.000,*,2.28,A,0.55,A,4.20,A,1.16,A,0.05,A,0.54,A,0.34,A,8.045,A,1.08,D*
