STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO 
CF002,2,"GSMACK",2009,2009,2,F,11.73,A,7.40,A,25.26,A,13.00,A,1.21,A,6.58,A,0.017,A,0.014,A,0.005,A,0.003,D,0.09,A,0.08,A,0.03,D*,0.01,D,,N,,N,0.009,*,0.036,A,1.51,A,0.31,A,2.41,A,0.78,A,0.08,A,0.57,A,0.83,A
CF002,2,"GSMACK",2009,2009,3,F,18.02,A,7.40,A,24.35,A,12.42,A,1.36,A,6.27,A,0.024,A,0.015,A,0.004,A,0.009,D,0.08,A,0.07,A,0.03,D*,0.01,D,,N,,N,0.004,*,0.028,A,1.45,A,0.30,A,2.29,A,0.75,A,0.09,A,0.60,A,0.79,A
CF002,2,"GSMACK",2009,2009,4,F,30.41,A,7.32,A,22.63,A,11.54,A,1.76,A,5.66,A,0.018,A,0.014,A,0.005,A,0.004,D,0.10,A,0.09,A,0.03,D*,0.01,D,,N,,N,0.010,*,0.054,A,1.34,A,0.28,A,2.11,A,0.70,A,0.07,A,0.57,A,0.75,A
CF002,2,"GSMACK",2009,2009,5,F,31.53,A,7.32,A,21.65,A,11.08,A,2.52,A,5.39,A,0.018,A,0.012,A,0.004,A,0.006,D,0.13,A,0.12,A,0.03,D*,0.01,D,,N,,N,0.013,*,0.068,A,1.29,A,0.29,A,2.03,A,0.68,A,0.07,A,0.52,A,0.90,A
CF002,2,"GSMACK",2009,2009,6,F,6.43,A,7.46,A,27.89,A,14.62,A,3.24,A,6.82,A,0.024,A,0.019,A,0.006,A,0.005,D,0.12,A,0.09,A,0.05,D*,0.03,D,,N,,N,0.008,*,0.039,A,1.62,A,0.38,A,2.61,A,0.84,A,0.08,A,0.53,A,0.91,A
CF002,2,"GSMACK",2009,2009,7,F,2.15,A,7.60,A,34.53,A,17.67,A,5.42,A,8.12,A,0.030,A,0.020,A,0.006,A,0.010,D,0.14,A,0.08,A,0.04,D*,0.06,D,,N,,N,0.009,*,0.030,A,2.01,A,0.49,A,3.20,A,0.97,A,0.10,A,0.59,A,0.94,A
CF002,2,"GSMACK",2009,2009,8,F,1.39,A,7.60,A,36.61,A,18.54,A,3.81,A,8.49,A,0.029,A,0.021,A,0.008,A,0.007,D,0.13,A,0.09,A,0.04,D*,0.04,D,,N,,N,0.010,*,0.035,A,2.16,A,0.53,A,3.40,A,1.01,A,0.11,A,0.63,A,0.97,A
CF002,2,"GSMACK",2009,2009,9,P,1.09,A,7.58,I,36.82,I,18.71,I,3.31,I,8.44,I,0.026,I,0.021,I,0.009,I,0.005,ID,0.08,I,0.08,I,0.02,ID*,0.01,ID,,N,,N,0.011,I*,0.050,I,2.11,I,0.52,I,3.42,I,1.10,I,0.12,I,0.65,I,0.94,I
CF002,2,"GSMACK",2010,2009,10,P,2.91,I,7.50,I,36.54,I,16.76,I,3.90,I,7.67,I,0.026,I,0.020,I,0.008,I,0.006,ID,0.23,I,0.18,I,0.06,ID,0.05,ID,,N,,N,0.014,I,0.116,I,1.89,I,0.45,I,3.17,I,0.84,I,0.11,I,0.76,I,1.59,I
CF002,2,"GSMACK",2010,2009,11,P,12.48,A,7.31,A,27.35,A,13.12,A,1.34,A,6.59,A,0.018,A,0.017,A,0.006,A,0.002,D,0.14,A,0.16,A,0.06,D*,0.00,D,,N,,N,0.004,*,0.092,A,1.48,A,0.34,A,2.46,A,0.66,A,0.10,A,0.80,A,1.23,A
CF002,2,"GSMACK",2010,2009,12,P,14.62,E,7.30,A,23.73,A,11.35,A,2.45,A,5.99,A,0.019,A,0.014,A,0.005,A,0.005,D,0.16,A,0.13,A,0.03,D*,0.03,D,,N,,N,0.002,*,0.102,A,1.39,A,0.30,A,2.16,A,0.55,A,0.08,A,0.75,A,1.05,A
CF002,2,"GSMACK",2010,2010,1,F,25.86,A,7.37,A,23.66,A,11.63,A,1.63,A,6.04,A,0.016,A,0.012,A,0.004,A,0.004,D,0.13,A,0.12,A,0.03,D*,0.02,D,,N,,N,0.006,*,0.083,A,1.37,A,0.30,A,2.18,A,0.47,A,0.08,A,0.71,A,0.92,A
CF002,2,"GSMACK",2010,2010,2,F,10.69,A,7.40,A,26.67,A,13.41,A,0.79,A,6.77,A,0.018,A,0.019,A,0.005,A,0.001,D,0.12,A,0.10,A,0.03,D,0.02,D,,N,,N,0.021,A,0.054,A,1.52,A,0.33,A,2.49,A,0.54,A,0.09,A,0.70,A,0.78,A
CF002,2,"GSMACK",2010,2010,3,F,13.98,A,7.40,A,25.48,A,12.75,A,1.64,A,6.49,A,0.017,A,0.014,A,0.004,A,0.003,D,0.11,A,0.11,A,0.03,D*,0.00,D,,N,,N,0.012,*,0.062,A,1.45,A,0.32,A,2.36,A,0.57,A,0.09,A,0.65,A,0.91,A
CF002,2,"GSMACK",2010,2010,4,F,22.27,A,7.40,A,23.96,A,11.87,A,1.26,A,6.15,A,0.013,A,0.010,A,0.004,A,0.003,D,0.10,A,0.10,A,0.03,D*,0.00,D,,N,,N,0.004,*,0.063,A,1.31,A,0.30,A,2.21,A,0.53,A,0.08,A,0.66,A,0.80,A
CF002,2,"GSMACK",2010,2010,5,F,20.92,A,7.34,A,24.04,A,12.01,A,1.40,A,6.13,A,0.008,A,0.007,A,0.004,A,0.001,D,0.11,A,0.09,A,0.03,D*,0.02,D,,N,,N,0.008,*,0.049,A,1.31,A,0.29,A,2.19,A,0.53,A,0.08,A,0.79,A,0.84,A
CF002,2,"GSMACK",2010,2010,6,F,23.16,A,7.31,A,23.97,A,12.10,A,4.69,A,5.98,A,0.017,A,0.007,A,0.004,A,0.010,D,0.12,A,0.07,A,0.02,D*,0.05,D,,N,,N,0.008,*,0.038,A,1.26,A,0.30,A,2.22,A,0.52,A,0.08,A,0.64,A,0.88,A
CF002,2,"GSMACK",2010,2010,7,F,3.30,A,7.50,A,33.55,A,17.40,A,2.91,A,7.99,A,0.017,A,0.008,A,0.007,A,0.008,D,0.11,A,0.07,A,0.02,D,0.03,D,,N,,N,0.021,A,0.030,A,1.80,A,0.43,A,3.12,A,0.64,A,0.09,A,0.66,A,0.78,A
CF002,2,"GSMACK",2010,2010,8,F,1.75,E,7.50,A,36.70,A,18.70,A,2.38,A,8.54,A,0.016,A,0.012,A,0.006,A,0.004,D,0.10,A,0.07,A,0.02,D,0.03,D,,N,,N,0.018,A,0.032,A,1.99,A,0.46,A,3.24,A,0.77,A,0.10,A,0.68,A,0.77,A
CF002,2,"GSMACK",2010,2010,9,P,2.09,E,7.50,A,36.02,A,18.41,A,5.09,A,8.11,A,0.018,A,0.012,A,0.009,A,0.006,D,0.14,A,0.10,A,0.02,D,0.04,D,,N,,N,0.043,A,0.046,A,1.99,A,0.46,A,3.33,A,0.82,A,0.10,A,0.70,A,1.21,A
CF002,2,"GSMACK",2011,2010,10,P,3.28,E,7.45,A,31.99,A,15.95,A,5.45,A,7.38,A,0.020,A,0.009,A,0.008,A,0.011,D,0.16,A,0.12,A,0.03,D,0.04,D,,N,,N,0.025,A,0.060,A,1.81,A,0.43,A,3.00,A,0.78,A,0.11,A,0.85,A,1.13,A
CF002,2,"GSMACK",2011,2010,11,P,8.55,E,7.40,A,26.71,A,13.10,A,5.48,A,6.43,A,0.020,A,0.009,A,0.009,A,0.011,D,0.26,A,0.17,A,0.04,D,0.09,D,,N,,N,0.047,A,0.081,A,1.53,A,0.36,A,2.42,A,0.63,A,0.08,A,0.88,A,0.94,A
CF002,2,"GSMACK",2011,2010,12,P,40.44,E,7.13,A,22.52,A,11.14,A,12.33,A,5.59,A,0.025,A,0.007,A,0.007,A,0.019,D,0.18,A,0.15,A,0.06,D,0.04,D,,N,,N,0.035,A,0.059,A,1.32,A,0.30,A,2.01,A,0.55,A,0.08,A,0.69,A,0.89,A
CF002,2,"GSMACK",2011,2011,1,P,39.11,E,7.05,A,20.87,A,10.36,A,67.19,A,5.48,A,0.116,A,0.008,A,0.004,A,0.109,D,0.35,A,0.07,A,0.01,D*,0.27,D,,N,,N,0.016,*,0.046,A,1.31,A,0.28,A,1.88,A,0.53,A,0.08,A,0.62,A,0.87,A
CF002,2,"GSMACK",2011,2011,2,F,6.97,E,7.33,A,25.70,A,12.49,A,0.79,A,6.68,A,0.010,A,0.007,A,0.006,A,0.003,D,0.07,A,0.07,A,0.02,D*,0.01,D,,N,,N,0.010,*,0.039,A,1.52,A,0.32,A,2.36,A,0.67,A,0.09,A,0.61,A,0.70,A
CF002,2,"GSMACK",2011,2011,3,F,18.56,E,7.30,A,24.29,A,11.83,A,0.98,A,6.19,A,0.010,A,0.007,A,0.006,A,0.003,D,0.07,A,0.07,A,0.03,D*,0.00,D,,N,,N,0.010,*,0.025,A,1.39,A,0.30,A,2.21,A,0.65,A,0.09,A,0.65,A,0.77,A
CF002,2,"GSMACK",2011,2011,4,F,31.59,E,7.30,A,22.76,A,11.34,A,1.64,A,5.81,A,0.009,A,0.006,A,0.005,A,0.003,D,0.07,A,0.07,A,0.01,D*,0.01,D,,N,,N,0.022,*,0.029,A,1.31,A,0.27,A,2.08,A,0.71,A,0.08,A,0.59,A,0.68,A
CF002,2,"GSMACK",2011,2011,5,P,30.64,A,7.28,A,22.38,A,11.10,A,0.46,A,5.58,A,0.006,A,0.004,A,0.004,A,0.002,D,0.06,A,0.05,A,0.01,D,0.01,D,,N,,N,0.013,A,0.027,A,1.28,A,0.25,A,2.01,A,0.75,A,0.08,A,0.56,A,0.66,A
CF002,2,"GSMACK",2011,2011,6,F,20.30,A,7.26,A,23.16,A,11.53,A,0.46,A,5.87,A,0.007,A,0.004,A,0.004,A,0.002,D,0.07,A,0.05,A,0.02,D,0.02,D,,N,,N,0.014,A,0.020,A,1.34,A,0.27,A,2.10,A,0.78,A,0.07,A,0.55,A,0.70,A
CF002,2,"GSMACK",2011,2011,7,P,4.38,A,7.41,A,29.97,A,15.11,A,0.55,A,7.30,A,0.010,A,0.008,A,0.006,A,0.002,D,0.08,A,0.07,A,0.04,D,0.01,D,,N,,N,0.018,A,0.015,A,1.77,A,0.40,A,2.80,A,1.00,A,0.09,A,0.62,A,0.82,A
CF002,2,"GSMACK",2011,2011,8,F,1.72,A,7.45,A,34.36,A,17.41,A,0.51,A,8.26,A,0.011,A,0.010,A,0.009,A,0.002,D,0.09,A,0.07,A,0.03,D,0.02,D,,N,,N,0.015,A,0.033,A,2.09,A,0.48,A,3.13,A,1.14,A,0.10,A,0.58,A,0.80,A
CF002,2,"GSMACK",2011,2011,9,F,1.09,A,7.48,A,35.96,A,18.29,A,0.52,A,8.57,A,0.011,A,0.010,A,0.007,A,0.002,D,0.08,A,0.06,A,0.01,D,0.02,D,,N,,N,0.016,A,0.033,A,2.18,A,0.49,A,3.21,A,1.21,A,0.12,A,0.67,A,0.85,A
CF002,2,"GSMACK",2012,2011,10,F,1.58,A,7.50,A,35.57,A,17.75,A,0.39,A,8.22,A,0.012,A,0.010,A,0.009,A,0.002,D,0.09,A,0.10,A,0.03,D,0.00,D,,N,,N,0.020,A,0.050,A,2.08,A,0.45,A,3.23,A,1.24,A,0.12,A,0.66,A,1.01,A
CF002,2,"GSMACK",2012,2011,11,F,9.63,A,7.31,A,28.45,A,13.77,A,0.95,A,6.70,A,0.011,A,0.008,A,0.007,A,0.003,D,0.16,A,0.14,A,0.01,D*,0.02,D,,N,,N,0.009,*,0.117,A,1.55,A,0.34,A,2.59,A,0.96,A,0.10,A,0.77,A,1.29,A
CF002,2,"GSMACK",2012,2011,12,P,20.07,A,7.20,I,22.60,I,11.21,I,11.17,I,5.59,I,0.024,I,0.008,I,0.006,I,0.016,ID,0.21,I,0.14,I,0.02,ID,0.07,ID,,N,,N,0.012,I,0.113,I,1.20,I,0.28,I,2.07,I,0.75,I,0.08,I,0.62,I,1.22,I
CF002,2,"GSMACK",2012,2012,1,F,40.82,A,7.20,A,21.39,A,10.78,A,6.54,A,5.42,A,0.015,A,0.005,A,0.004,A,0.011,D,0.12,A,0.08,A,0.01,D*,0.04,D,,N,,N,0.008,*,0.058,A,1.23,A,0.24,A,1.97,A,0.70,A,0.08,A,0.59,A,0.87,A
CF002,2,"GSMACK",2012,2012,2,F,22.03,A,7.30,A,23.54,A,11.91,A,1.03,A,6.16,A,0.008,A,0.006,A,0.005,A,0.002,D,0.07,A,0.06,A,0.01,D*,0.02,D,,N,,N,0.011,*,0.042,A,1.37,A,0.29,A,2.19,A,0.79,A,0.08,A,0.58,A,0.69,A
CF002,2,"GSMACK",2012,2012,3,F,26.12,A,7.30,A,22.89,A,11.90,A,1.94,A,5.89,A,0.007,A,0.006,A,0.003,A,0.001,D,0.07,A,0.04,A,0.01,D*,0.02,D,,N,,N,0.006,*,0.029,A,1.30,A,0.28,A,2.14,A,0.76,A,0.08,A,0.57,A,0.69,A
CF002,2,"GSMACK",2012,2012,4,F,42.52,A,7.23,A,20.94,A,10.92,A,1.77,A,5.52,A,0.007,A,0.005,A,0.003,A,0.002,D,0.07,A,0.06,A,0.01,D*,0.02,D,,N,,N,0.005,*,0.040,A,1.19,A,0.26,A,1.97,A,0.70,A,0.07,A,0.52,A,0.69,A
CF002,2,"GSMACK",2012,2012,5,F,20.57,A,7.30,A,22.42,A,11.58,A,0.54,A,5.89,A,0.007,A,0.006,A,0.004,A,0.002,D,0.06,A,0.05,A,0.01,D*,0.01,D,,N,,N,0.012,*,0.028,A,1.31,A,0.25,A,2.04,A,0.74,A,0.07,A,0.50,A,0.73,A
CF002,2,"GSMACK",2012,2012,6,F,11.72,A,7.39,A,26.07,A,13.34,A,0.62,A,6.70,A,0.009,A,0.008,A,0.005,A,0.001,D,0.05,A,0.05,A,0.03,D*,0.00,D,,N,,N,0.010,*,0.011,A,1.51,A,0.32,A,2.39,A,0.87,A,0.08,A,0.50,A,0.78,A
CF002,2,"GSMACK",2012,2012,7,F,4.18,A,7.43,A,31.23,A,15.95,A,1.43,A,7.78,A,0.008,A,0.007,A,0.005,A,0.001,D,0.06,A,0.03,A,0.02,D*,0.03,D,,N,,N,0.012,A,0.003,*,1.85,A,0.43,A,2.83,A,1.05,A,0.08,A,0.55,A,0.76,A
CF002,2,"GSMACK",2012,2012,8,F,1.62,A,7.50,A,35.30,A,18.09,A,0.37,A,8.54,A,0.007,A,0.009,A,0.008,A,0.001,D,0.05,A,0.04,A,0.02,D*,0.01,D,,N,,N,0.018,A,0.006,*,2.07,A,0.50,A,3.20,A,1.18,A,0.10,A,0.58,A,0.78,A
CF002,2,"GSMACK",2012,2012,9,F,1.14,A,7.50,A,36.24,A,18.73,A,0.42,A,8.64,A,0.011,A,0.008,A,0.010,A,0.003,D,0.06,A,0.06,A,0.02,D*,0.00,D,,N,,N,0.012,*,0.026,A,2.18,A,0.48,A,3.16,A,1.25,A,0.11,A,0.59,A,0.69,A
CF002,2,"GSMACK",2013,2012,10,F,9.43,A,7.39,A,28.57,A,13.92,A,2.61,A,6.56,A,0.014,A,0.009,A,0.009,A,0.005,D,0.20,A,0.16,A,0.04,D*,0.04,D,,N,,N,0.011,*,0.108,A,1.61,A,0.41,A,2.70,A,1.00,A,0.10,A,0.64,A,1.79,A
CF002,2,"GSMACK",2013,2012,11,P,22.71,A,7.16,A,23.16,A,11.61,A,6.89,A,5.90,A,0.013,A,0.007,A,0.006,A,0.007,D,0.12,A,0.08,A,0.02,D*,0.04,D,,N,,N,0.004,*,0.062,A,1.32,A,0.30,A,2.14,A,0.77,A,0.08,A,0.56,A,1.11,A
CF002,2,"GSMACK",2013,2012,12,P,28.64,A,7.15,A,22.87,A,11.49,A,7.67,A,5.88,A,0.013,A,0.005,A,0.005,A,0.008,D,0.10,A,0.06,A,0.01,D*,0.04,D,,N,,N,0.002,*,0.051,A,1.29,A,0.27,A,2.10,A,0.76,A,0.08,A,0.55,A,0.88,A
CF002,2,"GSMACK",2013,2013,1,P,17.92,A,7.30,I,24.57,I,12.56,I,1.11,I,6.46,I,0.007,I,0.006,I,0.007,I,0.001,ID,0.05,I,0.06,I,0.02,ID*,0.00,ID,,N,,N,0.006,I*,0.036,I,1.35,I,0.29,I,2.24,I,0.84,I,0.09,I,0.55,I,0.71,I
CF002,2,"GSMACK",2013,2013,2,F,11.39,A,7.35,A,24.99,A,12.84,A,1.01,A,6.53,A,0.007,A,0.006,A,0.006,A,0.001,D,0.05,A,0.06,A,0.02,D*,0.00,D,,N,,N,0.006,*,0.033,A,1.40,A,0.30,A,2.28,A,0.85,A,0.09,A,0.56,A,0.75,A
CF002,2,"GSMACK",2013,2013,3,F,21.65,A,7.32,A,23.85,A,12.24,A,0.87,A,6.27,A,0.008,A,0.006,A,0.006,A,0.002,D,0.08,A,0.06,A,0.01,D*,0.02,D,,N,,N,0.004,*,0.045,A,1.38,A,0.29,A,2.20,A,0.80,A,0.08,A,0.54,A,0.71,A
CF002,2,"GSMACK",2013,2013,4,F,24.98,A,7.30,A,22.69,A,11.68,A,1.52,A,5.98,A,0.009,A,0.006,A,0.005,A,0.003,D,0.11,A,0.09,A,0.02,D*,0.02,D,,N,,N,0.004,*,0.062,A,1.31,A,0.28,A,2.11,A,0.76,A,0.08,A,0.52,A,0.71,A
CF002,2,"GSMACK",2013,2013,5,F,13.16,A,7.31,A,25.40,A,13.30,A,1.27,A,6.56,A,0.010,A,0.007,A,0.006,A,0.003,D,0.09,A,0.08,A,0.04,D*,0.01,D,,N,,N,0.008,*,0.039,A,1.47,A,0.33,A,2.36,A,0.84,A,0.08,A,0.49,A,0.84,A
CF002,2,"GSMACK",2013,2013,6,F,6.25,A,7.40,A,28.72,A,14.90,A,1.88,A,7.26,A,0.010,A,0.008,A,0.006,A,0.003,D,0.08,A,0.06,A,0.03,D*,0.02,D,,N,,N,0.008,*,0.025,A,1.64,A,0.38,A,2.66,A,0.95,A,0.09,A,0.51,A,0.75,A
CF002,2,"GSMACK",2013,2013,7,F,2.51,A,7.46,A,33.34,A,17.42,A,2.19,A,8.24,A,0.013,A,0.008,A,0.007,A,0.005,D,0.09,A,0.09,A,0.05,D,0.01,D,,N,,N,0.012,A,0.022,A,1.94,A,0.47,A,3.06,A,1.12,A,0.10,A,0.55,A,0.82,A
CF002,2,"GSMACK",2013,2013,8,F,1.58,A,7.50,A,36.59,A,18.88,A,3.02,A,8.67,A,0.015,A,0.010,A,0.008,A,0.005,D,0.09,A,0.07,A,0.03,D,0.02,D,,N,,N,0.015,A,0.024,A,2.11,A,0.52,A,3.35,A,1.22,A,0.11,A,0.60,A,0.84,A
CF002,2,"GSMACK",2013,2013,9,P,5.48,A,7.41,I,33.19,I,16.73,I,4.18,I,7.75,I,0.017,I,0.009,I,0.008,I,0.008,ID,0.17,I,0.14,I,0.05,ID*,0.03,ID,,N,,N,0.010,I*,0.076,I,1.96,I,0.47,I,3.18,I,1.12,I,0.10,I,0.61,I,1.34,I
CF002,2,"GSMACK",2014,2013,10,F,6.30,A,7.40,A,29.45,A,14.77,A,1.42,A,7.35,A,0.012,A,0.009,A,0.008,A,0.003,D,0.10,A,0.08,A,0.02,D*,0.02,D,,N,,N,0.007,*,0.052,A,1.66,A,0.39,A,2.80,A,1.01,A,0.11,A,0.64,A,0.88,A
CF002,2,"GSMACK",2014,2013,11,F,12.18,A,7.33,A,26.79,A,13.55,A,1.98,A,6.68,A,0.015,A,0.007,A,0.005,A,0.007,D,0.14,A,0.10,A,0.03,D*,0.05,D,,N,,N,0.004,*,0.061,A,1.57,A,0.35,A,2.52,A,0.90,A,0.09,A,0.70,A,1.08,A
CF002,2,"GSMACK",2014,2013,12,P,10.94,A,7.34,A,26.97,A,13.74,A,1.46,A,6.84,A,0.010,A,0.007,A,0.005,A,0.003,D,0.13,A,0.10,A,0.03,D*,0.03,D,,N,,N,0.004,*,0.062,A,1.58,A,0.33,A,2.51,A,0.91,A,0.09,A,0.64,A,0.91,A
CF002,2,"GSMACK",2014,2014,1,F,17.80,A,7.30,A,25.91,A,13.03,A,1.46,A,6.63,A,0.010,A,0.006,A,0.005,A,0.003,D,0.12,A,0.11,A,0.04,D*,0.01,D,,N,,N,0.003,*,0.069,A,1.47,A,0.31,A,2.40,A,0.87,A,0.08,A,0.63,A,0.89,A
CF002,2,"GSMACK",2014,2014,2,P,48.54,A,7.21,A,20.83,A,10.39,A,17.29,A,5.37,A,0.030,A,0.006,A,0.004,A,0.024,D,0.17,A,0.06,A,0.00,D*,0.11,D,,N,,N,0.006,*,0.051,A,1.18,A,0.25,A,1.92,A,0.67,A,0.08,A,0.59,A,0.92,A
CF002,2,"GSMACK",2014,2014,3,P,42.57,A,7.30,A,21.38,A,10.89,A,2.17,A,5.57,A,0.009,A,0.005,A,0.003,A,0.003,D,0.08,A,0.06,A,0.02,D*,0.02,D,,N,,N,0.003,*,0.037,A,1.25,A,0.26,A,1.98,A,0.71,A,0.08,A,0.56,A,0.81,A
CF002,2,"GSMACK",2014,2014,4,F,23.30,A,7.30,A,23.93,A,12.24,A,1.43,A,6.13,A,0.009,A,0.006,A,0.004,A,0.002,D,0.06,A,0.05,A,0.02,D*,0.01,D,,N,,N,0.004,*,0.023,A,1.39,A,0.29,A,2.23,A,0.81,A,0.08,A,0.54,A,0.75,A
CF002,2,"GSMACK",2014,2014,5,F,17.40,A,7.32,A,24.81,A,12.76,A,1.37,A,6.38,A,0.008,A,0.006,A,0.005,A,0.002,D,0.05,A,0.04,A,0.02,D*,0.01,D,,N,,N,0.004,*,0.016,A,1.46,A,0.30,A,2.32,A,0.83,A,0.07,A,0.54,A,0.73,A
CF002,2,"GSMACK",2014,2014,6,P,4.34,A,7.40,A,31.20,A,15.90,A,1.72,A,7.63,A,0.010,A,0.007,A,0.005,A,0.003,D,0.06,A,0.04,A,0.02,D*,0.01,D,,N,,N,0.005,*,0.012,A,1.82,A,0.40,A,2.97,A,1.06,A,0.09,A,0.56,A,0.83,A
CF002,2,"GSMACK",2014,2014,7,P,2.79,A,7.49,A,34.58,A,17.52,A,2.19,A,8.34,A,0.017,A,0.011,A,0.009,A,0.006,D,0.11,A,0.07,A,0.03,D*,0.04,D,,N,,N,0.026,*,0.019,A,2.04,A,0.49,A,3.30,A,1.17,A,0.10,A,0.60,A,0.82,A
CF002,2,"GSMACK",2014,2014,8,F,1.42,A,7.50,A,36.49,A,18.66,A,1.67,A,8.57,A,0.017,A,0.012,A,0.011,A,0.004,D,0.10,A,0.08,A,0.03,D*,0.02,D,,N,,N,0.033,*,0.023,A,2.20,A,0.52,A,3.43,A,1.24,A,0.11,A,0.62,A,0.80,A
CF002,2,"GSMACK",2014,2014,9,F,1.13,A,7.53,A,36.56,A,19.07,A,1.77,A,8.62,A,0.011,A,0.009,A,0.009,A,0.003,D,0.09,A,0.08,A,0.03,D*,0.01,D,,N,,N,0.009,*,0.042,A,2.17,A,0.52,A,3.44,A,1.26,A,0.12,A,0.62,A,0.74,A
CF002,2,"GSMACK",2015,2014,10,F,3.82,A,7.42,A,33.06,A,16.41,A,1.73,A,7.50,A,0.011,A,0.009,A,0.008,A,0.002,D,0.17,A,0.15,A,0.04,D*,0.02,D,,N,,N,0.004,*,0.103,A,1.81,A,0.42,A,3.12,A,1.14,A,0.10,A,0.69,A,1.59,A
CF002,2,"GSMACK",2015,2014,11,F,30.24,A,7.11,A,24.10,A,11.87,A,4.04,A,5.97,A,0.013,A,0.008,A,0.007,A,0.005,D,0.17,A,0.14,A,0.04,D*,0.03,D,,N,,N,0.005,*,0.092,A,1.32,A,0.29,A,2.24,A,0.82,A,0.08,A,0.62,A,1.19,A
CF002,2,"GSMACK",2015,2014,12,P,34.44,A,7.00,A,21.67,A,10.82,A,18.36,A,5.54,A,0.032,A,0.007,A,0.006,A,0.024,D,0.19,A,0.11,A,0.04,D*,0.08,D,,N,,N,0.004,*,0.065,A,1.22,A,0.27,A,2.05,A,0.74,A,0.08,A,0.54,A,1.03,A
CF002,2,"GSMACK",2015,2015,1,P,16.10,A,7.10,A,23.84,A,11.19,A,4.53,A,6.10,A,0.013,A,0.006,A,0.007,A,0.006,D,0.12,A,0.11,A,0.05,D*,0.01,D,,N,,N,0.002,*,0.058,A,1.38,A,0.28,A,2.27,A,0.81,A,0.08,A,0.55,A,0.86,A
CF002,2,"GSMACK",2015,2015,2,F,11.49,A,7.30,A,27.04,A,13.18,A,0.68,A,6.72,A,0.008,A,0.007,A,0.006,A,0.001,D,0.08,A,0.08,A,0.03,D*,0.00,D,,N,,N,0.002,*,0.045,A,1.52,A,0.32,A,2.54,A,0.91,A,0.09,A,0.55,A,0.95,A
CF002,2,"GSMACK",2015,2015,3,F,8.63,A,7.30,A,27.98,A,13.65,A,0.95,A,6.93,A,0.008,A,0.007,A,0.007,A,0.001,D,0.09,A,0.08,A,0.03,D*,0.01,D,,N,,N,0.008,*,0.051,A,1.65,A,0.34,A,2.62,A,0.95,A,0.09,A,0.53,A,0.93,A
CF002,2,"GSMACK",2015,2015,4,F,9.58,A,7.32,A,26.98,A,13.51,A,0.57,A,6.83,A,0.008,A,0.006,A,0.006,A,0.002,D,0.09,A,0.08,A,0.03,D*,0.01,D,,N,,N,0.005,*,0.043,A,1.61,A,0.34,A,2.53,A,0.92,A,0.08,A,0.52,A,0.72,A
CF002,2,"GSMACK",2015,2015,5,F,4.63,A,7.40,A,31.01,A,15.52,A,0.67,A,7.52,A,0.012,A,0.010,A,0.010,A,0.002,D,0.08,A,0.07,A,0.04,D*,0.00,D,,N,,N,0.010,*,0.024,A,1.76,A,0.41,A,2.91,A,1.05,A,0.09,A,0.55,A,0.84,A
CF002,2,"GSMACK",2015,2015,6,F,2.21,E,7.42,A,35.08,A,17.57,A,0.88,A,8.22,A,0.011,A,0.009,A,0.008,A,0.002,D,0.09,A,0.09,A,0.04,D*,0.00,D,,N,,N,0.016,*,0.036,A,2.00,A,0.49,A,3.25,A,1.18,A,0.10,A,0.57,A,0.81,A
CF002,2,"GSMACK",2015,2015,7,F,1.35,A,7.50,A,37.56,A,19.29,A,0.59,A,8.74,A,0.012,A,0.008,A,0.007,A,0.003,D,0.09,A,0.09,A,0.04,D*,0.00,D,,N,,N,0.010,*,0.039,A,2.16,A,0.53,A,3.48,A,1.25,A,0.11,A,0.61,A,0.79,A
CF002,2,"GSMACK",2015,2015,8,F,1.07,A,7.50,A,38.39,A,19.36,A,0.90,A,8.79,A,0.010,A,0.008,A,0.007,A,0.003,D,0.09,A,0.09,A,0.04,D*,0.01,D,,N,,N,0.010,*,0.044,A,2.32,A,0.55,A,3.53,A,1.27,A,0.12,A,0.62,A,0.79,A
CF002,2,"GSMACK",2015,2015,9,F,1.28,A,7.50,A,38.10,A,18.99,A,0.88,A,8.46,A,0.012,A,0.011,A,0.010,A,0.002,D,0.10,A,0.11,A,0.04,D*,0.00,D,,N,,N,0.010,*,0.055,A,2.29,A,0.53,A,3.53,A,1.26,A,0.13,A,0.67,A,0.98,A
