STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,PH_MO,PHCODE_MO,COND_MO,CONDCODE_MO,ALK_MO,ALKCODE_MO,SSED_MO,SSEDCODE_MO,SI_MO,SICODE_MO,UTP_MO,UTPCODE_MO,TDP_MO,TDPCODE_MO,PO4P_MO,PO4PCODE_MO,PARTP_MO,PARTPCODE_MO,UTN_MO,UTNCODE_MO,TDN_MO,TDNCODE_MO,DON_MO,DONCODE_MO,PARTN_MO,PARTNCODE_MO,UTKN_MO,UTKNCODE_MO,TKN_MO,TKNCODE_MO,NH3N_MO,NH3NCODE_MO,NO3N_MO,NO3NCODE_MO,NA_MO,NACODE_MO,K_MO,KCODE_MO,CA_MO,CACODE_MO,MG_MO,MGCODE_MO,SO4S_MO,SO4SCODE_MO,CL_MO,CLCODE_MO,DOC_MO,DOCCODE_MO 
CF002,2,"GSWS08",2003,2003,1,F,21.93,A,7.34,A,32.62,A,16.29,A,0.66,A,7.67,A,0.028,A,0.025,A,0.020,A,0.003,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.005,*,0.000,*,2.66,A,0.43,A,3.03,A,0.62,A,0.08,A,0.55,A,1.11,I
CF002,2,"GSWS08",2003,2003,2,F,13.69,A,7.40,A,32.96,A,16.33,A,0.53,A,7.70,A,0.026,A,0.026,A,0.019,A,0.001,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.005,*,0.000,*,2.71,A,0.42,A,3.06,A,0.63,A,0.09,A,0.55,A,,N
CF002,2,"GSWS08",2003,2003,3,P,30.24,A,7.30,A,31.88,A,15.67,A,0.43,A,7.42,A,0.025,A,0.025,A,0.018,A,0.001,D,0.03,D*,0.03,D*,0.02,D,0.00,D,0.03,A,0.03,A,0.007,*,0.000,*,2.59,A,0.41,A,3.05,A,0.60,A,0.13,A,0.63,A,,N
CF002,2,"GSWS08",2003,2003,4,P,12.38,A,7.34,A,32.51,A,16.25,A,0.28,A,7.69,A,0.032,A,0.028,A,0.020,A,0.004,D,0.03,D*,0.02,D*,0.01,D,0.01,D,0.03,A,0.02,A,0.007,*,0.000,*,2.69,A,0.42,A,3.24,A,0.55,A,0.13,A,0.62,A,,N
CF002,2,"GSWS08",2003,2003,5,F,5.15,A,7.33,A,35.30,A,17.92,A,0.34,A,8.09,A,0.025,A,0.026,A,0.020,A,0.000,D,0.03,D*,0.04,D*,0.02,D,0.00,D,0.03,A,0.04,A,0.016,*,0.000,*,2.95,A,0.45,A,3.44,A,0.62,A,0.12,A,0.61,A,,N
CF002,2,"GSWS08",2003,2003,6,F,1.57,A,7.53,A,41.45,A,20.96,A,0.47,A,8.74,A,0.032,A,0.032,A,0.024,A,0.000,D,0.04,D*,0.03,D*,0.02,D,0.01,D,0.04,A,0.03,A,0.007,*,0.000,*,3.59,A,0.54,A,3.74,A,0.73,A,0.13,A,0.75,A,0.77,I
CF002,2,"GSWS08",2003,2003,7,F,0.56,A,7.60,A,46.99,A,23.87,A,0.21,A,9.18,A,0.039,A,0.035,A,0.027,A,0.004,D,0.05,D*,0.03,D*,0.03,D*,0.02,D,0.05,A,0.03,A,0.002,*,0.000,*,4.31,A,0.60,A,4.28,A,0.76,A,0.13,A,0.73,A,0.85,I
CF002,2,"GSWS08",2003,2003,8,F,0.20,A,7.62,A,52.35,A,26.91,A,0.26,A,9.51,A,0.041,A,0.036,A,0.028,A,0.005,D,0.05,D*,0.06,D*,0.05,D,0.00,D,0.05,A,0.06,A,0.005,*,0.000,*,4.86,A,0.68,A,4.70,A,0.87,A,0.12,A,0.72,A,1.06,I
CF002,2,"GSWS08",2003,2003,9,F,0.27,A,7.53,A,55.09,A,26.50,A,0.56,A,9.16,A,0.043,A,0.042,A,0.033,A,0.001,D,0.08,D*,0.06,D*,0.06,D,0.02,D,0.08,A,0.06,A,0.005,*,0.000,*,5.14,A,0.69,A,4.94,A,0.89,A,0.13,A,1.72,A,1.60,I
CF002,2,"GSWS08",2004,2003,10,F,0.54,A,7.52,A,52.84,A,26.12,A,1.30,A,8.69,A,0.044,A,0.042,A,0.032,A,0.002,D,0.07,D*,0.05,D*,0.02,D*,0.02,D,0.07,A,0.05,A,0.039,*,0.000,*,5.38,A,0.66,A,4.58,A,0.81,A,0.14,A,0.97,A,2.25,A
CF002,2,"GSWS08",2004,2003,11,F,3.53,A,7.41,A,41.20,A,19.92,A,2.05,A,7.82,A,0.039,A,0.041,A,0.032,A,0.000,D,0.07,D*,0.06,D*,0.03,D*,0.01,D,0.07,A,0.06,A,0.028,*,0.001,*,4.05,A,0.52,A,3.85,A,0.61,A,0.14,A,1.02,A,2.50,A
CF002,2,"GSWS08",2004,2003,12,F,20.65,A,7.30,A,31.56,A,15.42,A,5.57,A,7.35,A,0.035,A,0.028,A,0.021,A,0.006,D,0.07,D*,0.05,D*,0.05,D,0.03,D,0.07,A,0.05,A,0.007,*,0.001,*,2.70,A,0.42,A,2.92,A,0.49,A,0.12,A,0.74,A,1.68,A
CF002,2,"GSWS08",2004,2004,1,F,29.78,A,7.30,A,31.32,A,15.67,A,1.30,A,7.38,A,0.029,A,0.028,A,0.020,A,0.002,D,0.05,D*,0.04,D*,0.04,D*,0.01,D,0.05,A,0.04,A,0.004,*,0.000,*,2.56,A,0.40,A,2.98,A,0.50,A,0.12,A,0.61,A,1.00,I
CF002,2,"GSWS08",2004,2004,2,F,16.41,A,7.31,A,31.75,A,15.67,A,0.67,A,7.49,A,0.026,A,0.027,A,0.020,A,0.001,D,0.03,D*,0.03,D*,0.03,D*,0.00,D,0.03,A,0.03,A,0.005,*,0.001,*,2.60,A,0.41,A,2.97,A,0.63,A,0.13,A,0.87,A,0.82,I
CF002,2,"GSWS08",2004,2004,3,F,7.99,A,7.40,A,33.41,A,16.33,A,0.12,A,7.76,A,0.031,A,0.028,A,0.019,A,0.003,D,0.03,D*,0.04,D*,0.04,D*,0.00,D,0.03,A,0.04,A,0.001,*,0.001,*,2.69,A,0.41,A,3.07,A,0.59,A,0.12,A,0.90,A,0.78,I
CF002,2,"GSWS08",2004,2004,4,F,5.46,A,7.40,A,36.07,A,17.83,A,0.26,A,8.04,A,0.037,A,0.036,A,0.021,A,0.000,D,0.07,D*,0.05,D*,0.04,D*,0.02,D,0.07,A,0.05,A,0.006,*,0.001,*,2.96,A,0.42,A,3.45,A,0.68,A,0.13,A,0.64,A,0.97,A
CF002,2,"GSWS08",2004,2004,5,F,4.81,A,7.47,A,38.24,A,19.17,A,0.40,A,8.24,A,0.036,A,0.035,A,0.023,A,0.001,D,0.06,D*,0.04,D*,0.03,D,0.03,D,0.06,A,0.04,A,0.006,*,0.002,*,3.16,A,0.47,A,3.55,A,0.70,A,0.15,A,0.63,A,1.16,A
CF002,2,"GSWS08",2004,2004,6,F,5.92,A,7.50,A,38.92,A,19.83,A,0.19,A,8.41,A,0.041,A,0.041,A,0.022,A,0.000,D,0.05,D*,0.03,D*,0.02,D,0.03,D*,0.05,*,0.03,A,0.008,*,0.002,*,3.26,A,0.49,A,3.75,A,0.67,A,0.14,A,0.69,A,0.89,A
CF002,2,"GSWS08",2004,2004,7,F,1.35,A,7.52,A,45.16,A,22.58,A,0.67,A,9.12,A,0.044,A,0.046,A,0.038,A,0.000,D,0.02,D*,0.03,D,0.01,D,0.00,D*,0.02,*,0.03,A,0.035,*,0.004,A,3.91,A,0.58,A,4.25,A,0.75,A,0.17,A,0.89,A,0.71,A
CF002,2,"GSWS08",2004,2004,8,F,1.00,A,7.60,A,50.85,A,25.62,A,0.49,A,9.62,A,0.045,A,0.042,A,0.030,A,0.004,D,0.05,D*,0.05,D*,0.05,D,0.00,D,0.05,A,0.05,A,0.005,*,0.002,*,4.54,A,0.66,A,4.58,A,0.89,A,0.11,A,0.70,A,1.48,A
CF002,2,"GSWS08",2004,2004,9,F,1.36,A,7.57,A,50.44,A,25.29,A,1.14,A,9.09,A,0.055,A,0.049,A,0.034,A,0.006,D,0.07,D*,0.04,D*,0.03,D,0.03,D,0.07,A,0.04,A,0.014,*,0.001,*,4.65,A,0.62,A,4.45,A,0.88,A,0.12,A,0.81,A,1.56,A
CF002,2,"GSWS08",2005,2004,10,F,1.62,A,7.58,A,47.81,A,23.54,A,0.97,A,8.87,A,0.052,A,0.050,A,0.035,A,0.002,D,0.05,D*,0.04,D*,0.04,D,0.01,D,0.05,A,0.04,A,0.004,*,0.000,*,4.25,A,0.56,A,4.34,A,0.84,A,0.14,A,0.80,A,1.91,A
CF002,2,"GSWS08",2005,2004,11,F,2.73,A,7.48,A,42.87,A,21.42,A,0.79,A,8.59,A,0.039,A,0.036,A,0.026,A,0.004,D,0.05,D*,0.03,D*,0.03,D,0.02,D,0.05,A,0.03,A,0.004,*,0.001,*,3.54,A,0.49,A,3.93,A,0.67,A,0.12,A,0.68,A,1.28,A
CF002,2,"GSWS08",2005,2004,12,F,13.47,A,7.40,A,38.68,A,19.33,A,0.87,A,8.20,A,0.034,A,0.029,A,0.023,A,0.005,D,0.06,D*,0.05,D*,0.05,D,0.01,D,0.06,A,0.05,A,0.007,*,0.001,*,3.24,A,0.46,A,3.65,A,0.38,A,0.13,A,0.64,A,1.51,A
CF002,2,"GSWS08",2005,2005,1,F,6.65,A,7.41,A,37.65,A,18.71,A,0.64,A,8.26,A,0.034,A,0.031,A,0.022,A,0.003,D,0.04,D*,0.04,D*,0.04,D,0.00,D,0.04,A,0.04,A,0.005,*,0.003,*,3.10,A,0.43,A,3.40,A,0.35,A,0.11,A,0.57,A,1.44,A
CF002,2,"GSWS08",2005,2005,2,F,3.06,A,7.50,A,39.74,A,19.54,A,0.29,A,8.53,A,0.031,A,0.028,A,0.023,A,0.003,D,0.03,D*,0.03,D*,0.03,D,0.00,D,0.03,A,0.03,A,0.003,*,0.001,*,3.30,A,0.46,A,3.70,A,0.38,A,0.11,A,0.61,A,0.90,A
CF002,2,"GSWS08",2005,2005,3,F,7.64,A,7.42,A,39.37,A,19.50,A,1.08,A,8.26,A,0.032,A,0.033,A,0.022,A,0.001,D,0.07,D,0.04,D,0.03,D,0.03,D,0.07,A,0.04,A,0.006,*,0.003,A,3.28,A,0.45,A,3.65,A,0.39,A,0.11,A,0.60,A,1.24,A
CF002,2,"GSWS08",2005,2005,4,F,13.22,A,7.50,A,36.82,A,18.54,A,0.43,A,8.19,A,0.029,A,0.026,A,0.020,A,0.003,D,0.05,D,0.03,D,0.02,D,0.02,D,0.05,A,0.03,A,0.006,*,0.002,A,2.89,A,0.44,A,3.47,A,0.38,A,0.10,A,0.59,A,0.96,A
CF002,2,"GSWS08",2005,2005,5,F,9.46,A,7.42,A,39.65,A,20.00,A,0.46,A,8.56,A,0.036,A,0.031,A,0.021,A,0.005,D,0.05,D,0.03,D,0.03,D*,0.02,D,0.08,I,0.03,I,0.002,*,0.001,*,3.07,A,0.46,A,3.75,A,0.50,A,0.09,A,0.60,A,0.92,A
CF002,2,"GSWS08",2005,2005,6,F,4.90,A,7.50,A,41.92,A,21.25,A,0.51,A,8.91,A,0.041,A,0.042,A,0.022,A,0.000,D,0.14,A,0.03,A,0.01,D*,0.11,D,,N,,N,0.012,*,0.002,*,3.38,A,0.51,A,4.12,A,0.91,A,0.10,A,0.61,A,0.91,A
CF002,2,"GSWS08",2005,2005,7,F,1.77,A,7.55,A,47.02,A,23.58,A,0.36,A,9.32,A,0.045,A,0.043,A,0.025,A,0.003,D,0.04,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.002,*,0.003,*,3.93,A,0.59,A,4.40,A,0.91,A,0.10,A,0.62,A,0.82,A
CF002,2,"GSWS08",2005,2005,8,F,0.60,A,7.60,A,52.14,A,26.41,A,0.31,A,9.70,A,0.044,A,0.043,A,0.029,A,0.001,D,0.06,A,0.04,A,0.03,D*,0.02,D,,N,,N,0.003,*,0.002,*,4.64,A,0.69,A,4.62,A,0.89,A,0.09,A,0.65,A,1.01,A
CF002,2,"GSWS08",2005,2005,9,F,0.32,A,7.60,A,53.43,A,26.96,A,0.24,A,9.40,A,0.046,A,0.043,A,0.029,A,0.004,D,0.05,A,0.06,A,0.06,D*,0.00,D,,N,,N,0.005,*,0.001,*,4.93,A,0.66,A,5.06,A,0.91,A,0.10,A,0.78,A,1.31,A
CF002,2,"GSWS08",2006,2005,10,F,0.83,A,7.62,A,51.30,A,25.71,A,1.01,A,9.02,A,0.044,A,0.040,A,0.032,A,0.004,D,0.05,A,0.05,A,0.05,D*,0.00,D,,N,,N,0.007,*,0.001,*,4.92,A,0.62,A,4.72,A,0.85,A,0.11,A,0.85,A,1.78,A
CF002,2,"GSWS08",2006,2005,11,F,8.43,A,7.62,A,41.37,A,20.67,A,1.50,A,8.44,A,0.034,A,0.030,A,0.027,A,0.005,D,0.06,A,0.06,A,0.05,D*,0.00,D,,N,,N,0.013,*,0.001,*,3.78,A,0.50,A,3.97,A,0.68,A,0.11,A,0.91,A,2.00,A
CF002,2,"GSWS08",2006,2005,12,F,28.96,A,7.38,A,31.87,A,15.79,A,6.64,A,7.33,A,0.036,A,0.028,A,0.020,A,0.008,D,0.07,A,0.05,A,0.04,D*,0.02,D,,N,,N,0.006,*,0.000,*,2.49,A,0.42,A,3.05,A,0.53,A,0.09,A,0.67,A,1.48,A
CF002,2,"GSWS08",2006,2006,1,P,41.24,A,7.30,A,28.39,A,14.00,A,8.80,A,6.85,A,0.035,A,0.027,A,0.018,A,0.008,D,0.08,A,0.05,A,0.03,D*,0.03,D,,N,,N,0.009,*,0.000,*,2.25,A,0.39,A,2.65,A,0.47,A,0.09,A,0.67,A,1.50,A
CF002,2,"GSWS08",2006,2006,2,P,17.79,A,7.34,A,31.80,A,16.04,A,0.28,A,7.60,A,0.029,A,0.027,A,0.017,A,0.002,D,0.03,A,0.03,A,0.01,D*,0.01,D,,N,,N,0.013,*,0.002,*,3.00,A,0.39,A,2.96,A,0.51,A,0.10,A,0.67,A,0.91,A
CF002,2,"GSWS08",2006,2006,3,F,7.77,A,7.40,A,33.08,A,16.67,A,0.20,A,7.85,A,0.028,A,0.027,A,0.018,A,0.001,D,0.02,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.007,*,0.001,*,2.82,A,0.43,A,2.92,A,0.50,A,0.12,A,0.87,A,0.85,A
CF002,2,"GSWS08",2006,2006,4,F,14.79,A,7.40,A,33.80,A,16.92,A,0.27,A,7.94,A,0.035,A,0.033,A,0.018,A,0.002,D,0.02,A,0.03,A,0.02,D,0.00,D,,N,,N,0.007,*,0.002,A,2.77,A,0.43,A,2.98,A,0.62,A,0.11,A,0.86,A,0.80,A
CF002,2,"GSWS08",2006,2006,5,F,3.17,A,7.50,A,38.32,A,19.08,A,0.46,A,8.51,A,0.035,A,0.033,A,0.022,A,0.003,D,0.04,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.006,*,0.000,*,3.22,A,0.47,A,3.50,A,0.73,A,0.12,A,0.66,A,0.97,A
CF002,2,"GSWS08",2006,2006,6,F,3.32,A,7.50,A,40.73,A,20.21,A,0.23,A,8.76,A,0.035,A,0.035,A,0.024,A,0.001,D,0.05,A,0.04,A,0.03,D*,0.01,D,,N,,N,0.009,*,0.000,*,3.49,A,0.48,A,3.80,A,0.80,A,0.11,A,0.61,A,1.12,A
CF002,2,"GSWS08",2006,2006,7,F,1.31,A,7.57,A,45.29,A,23.00,A,0.20,A,9.15,A,0.037,A,0.037,A,0.026,A,0.001,D,0.05,A,0.03,A,0.02,D*,0.02,D,,N,,N,0.008,*,0.000,*,4.00,A,0.54,A,4.10,A,0.87,A,0.11,A,0.66,A,0.93,A
CF002,2,"GSWS08",2006,2006,8,F,0.47,A,7.51,A,49.41,A,24.83,A,0.21,A,9.46,A,0.040,A,0.041,A,0.027,A,0.001,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.006,*,0.001,*,4.56,A,0.66,A,4.35,A,0.98,A,0.10,A,0.68,A,1.01,A
CF002,2,"GSWS08",2006,2006,9,F,0.33,A,7.64,A,51.67,A,26.04,A,0.08,Q,9.25,A,0.054,A,0.050,A,0.033,A,0.005,D,0.05,A,0.08,A,0.07,D*,0.00,D,,N,,N,0.004,*,0.000,*,5.05,A,0.65,A,4.55,A,1.02,A,0.11,A,0.72,A,1.35,A
CF002,2,"GSWS08",2007,2006,10,F,0.41,A,7.60,A,51.42,A,25.62,A,0.53,A,8.81,A,0.051,A,0.053,A,0.034,A,0.000,D,0.05,A,0.05,A,0.04,D*,0.00,D,,N,,N,0.004,*,0.000,*,5.19,A,0.62,A,4.57,A,1.03,A,0.13,A,0.78,A,1.81,A
CF002,2,"GSWS08",2007,2006,11,F,19.11,A,7.40,A,33.75,A,16.25,A,7.87,A,7.74,A,0.044,A,0.038,A,0.023,A,0.006,D,0.08,A,0.04,A,0.04,D*,0.04,D,,N,,N,0.004,*,0.000,*,2.89,A,0.48,A,3.24,A,0.73,A,0.10,A,0.69,A,1.92,A
CF002,2,"GSWS08",2007,2006,12,P,35.11,A,7.30,A,29.79,A,14.42,A,51.51,A,7.33,A,0.036,A,0.034,A,0.019,A,0.003,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.005,*,0.000,*,2.40,A,0.41,A,2.66,A,0.63,A,0.11,A,0.75,A,1.30,A
CF002,2,"GSWS08",2007,2007,1,P,13.64,A,7.34,A,31.21,A,15.17,A,0.74,A,7.81,A,0.033,A,0.030,A,0.019,A,0.003,D,0.04,A,0.04,A,0.03,D*,0.01,D,,N,,N,0.010,*,0.001,*,2.53,A,0.41,A,2.42,A,0.66,A,0.10,A,0.67,A,0.95,A
CF002,2,"GSWS08",2007,2007,2,F,11.78,A,7.40,A,32.28,A,16.04,A,0.69,A,7.89,A,0.029,A,0.032,A,0.019,A,0.000,D,0.04,A,0.02,A,0.02,D*,0.02,D,,N,,N,0.003,*,0.000,*,2.65,A,0.43,A,2.96,A,0.70,A,0.11,A,0.66,A,0.99,A
CF002,2,"GSWS08",2007,2007,3,F,17.69,A,7.40,A,32.08,A,15.83,A,0.53,A,7.92,A,0.029,A,0.030,A,0.018,A,0.000,D,0.04,A,0.02,A,0.02,D*,0.02,D,,N,,N,0.005,*,0.000,*,2.59,A,0.41,A,2.98,A,0.64,A,0.11,A,0.68,A,0.82,A
CF002,2,"GSWS08",2007,2007,4,P,5.77,A,7.40,A,34.80,A,17.12,A,0.38,A,8.30,A,0.030,A,0.030,A,0.019,A,0.000,D,0.05,A,0.03,A,0.03,D*,0.02,D,,N,,N,0.003,*,0.000,*,2.90,A,0.44,A,3.36,A,0.57,A,0.11,A,0.71,A,0.86,A
CF002,2,"GSWS08",2007,2007,5,P,2.98,A,7.46,A,37.33,A,18.50,A,0.51,A,8.59,A,0.031,A,0.031,A,0.021,A,0.000,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.001,*,0.000,*,3.14,A,0.47,A,3.34,A,0.58,A,0.11,A,0.62,A,0.77,A
CF002,2,"GSWS08",2007,2007,6,F,1.46,A,7.53,A,42.72,A,21.25,A,0.54,A,9.01,A,0.043,A,0.042,A,0.024,A,0.001,D,0.04,A,0.03,A,0.02,D*,0.01,D,,N,,N,0.008,*,0.002,*,3.75,A,0.53,A,3.80,A,0.59,A,0.12,A,0.68,A,0.84,A
CF002,2,"GSWS08",2007,2007,7,F,0.69,A,7.66,A,48.74,A,24.37,A,0.50,A,9.61,A,0.050,A,0.048,A,0.031,A,0.002,D,0.03,A,0.04,A,0.03,D*,0.00,D,,N,,N,0.010,*,0.001,*,4.40,A,0.62,A,4.28,A,0.68,A,0.11,A,0.68,A,0.90,A
CF002,2,"GSWS08",2007,2007,8,P,0.35,A,7.60,A,52.46,A,26.46,A,0.41,A,9.67,A,0.046,A,0.044,A,0.031,A,0.002,D,0.05,A,0.05,A,0.05,D*,0.00,D,,N,,N,0.001,*,0.001,*,4.91,A,0.67,A,4.63,A,0.74,A,0.11,A,0.69,A,1.15,A
CF002,2,"GSWS08",2007,2007,9,P,0.28,A,7.60,A,52.24,A,26.21,A,0.43,A,9.34,A,0.047,A,0.044,A,0.030,A,0.003,D,0.05,A,0.06,A,0.05,D*,0.00,D,,N,,N,0.004,*,0.000,*,5.00,A,0.64,A,4.67,A,0.78,A,0.12,A,0.70,A,1.49,A
CF002,2,"GSWS08",2008,2007,10,F,5.07,E,7.51,A,42.89,A,21.04,A,2.49,A,8.74,A,0.050,A,0.042,A,0.030,A,0.008,D,0.07,A,0.06,A,0.06,D*,0.01,D,,N,,N,0.002,*,0.000,*,3.95,A,0.57,A,4.00,A,0.68,A,0.11,A,0.69,A,2.04,A
CF002,2,"GSWS08",2008,2007,11,F,11.51,A,7.47,A,36.74,A,17.87,A,1.23,A,8.20,A,0.040,A,0.037,A,0.024,A,0.003,D,0.05,A,0.05,A,0.05,D*,0.00,D,,N,,N,0.002,*,0.000,*,3.15,A,0.47,A,3.54,A,0.54,A,0.11,A,0.71,A,1.59,A
CF002,2,"GSWS08",2008,2007,12,F,21.36,A,7.40,A,33.15,A,16.17,A,1.11,A,7.92,A,0.034,A,0.030,A,0.020,A,0.004,D,0.05,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.001,*,0.000,*,2.76,A,0.41,A,3.24,A,0.49,A,0.10,A,0.66,A,1.17,A
CF002,2,"GSWS08",2008,2008,1,F,13.91,A,7.40,A,33.82,A,16.42,A,1.17,A,7.82,A,0.031,A,0.032,A,0.019,A,0.000,D,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.002,*,0.001,*,2.77,A,0.42,A,3.24,A,0.54,A,0.11,A,0.71,A,0.87,A
CF002,2,"GSWS08",2008,2008,2,F,9.45,A,7.33,A,35.43,A,16.96,A,1.33,A,7.63,A,0.029,A,0.029,A,0.019,A,0.000,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.002,*,0.000,*,2.89,A,0.43,A,3.42,A,0.57,A,0.11,A,0.75,A,0.72,A
CF002,2,"GSWS08",2008,2008,3,F,17.92,A,7.38,A,35.04,A,17.50,A,0.76,A,7.51,A,0.031,A,0.029,A,0.018,A,0.002,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.003,*,0.000,*,2.82,A,0.42,A,3.45,A,0.60,A,0.11,A,0.70,A,0.77,A
CF002,2,"GSWS08",2008,2008,4,F,14.52,A,7.40,A,34.08,A,17.21,A,0.61,A,7.49,A,0.033,A,0.031,A,0.018,A,0.002,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.003,*,0.000,*,2.76,A,0.40,A,3.39,A,0.59,A,0.11,A,0.77,A,0.76,A
CF002,2,"GSWS08",2008,2008,5,P,36.37,A,7.47,A,33.70,A,17.00,A,0.32,A,7.42,A,0.037,A,0.030,A,0.018,A,0.007,D,0.02,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.007,*,0.000,*,2.65,A,0.40,A,3.30,A,0.61,A,0.10,A,0.67,A,0.70,A
CF002,2,"GSWS08",2008,2008,6,P,8.11,A,7.43,A,34.02,A,17.17,A,0.41,A,7.64,A,0.041,A,0.035,A,0.017,A,0.007,D,0.03,A,0.03,A,0.03,D*,0.00,D,,N,,N,0.003,*,0.000,*,2.75,A,0.42,A,3.24,A,0.61,A,0.11,A,0.64,A,0.76,A
CF002,2,"GSWS08",2008,2008,7,F,1.44,A,7.60,A,40.52,A,20.71,A,0.32,A,8.41,A,0.041,A,0.037,A,0.021,A,0.004,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.002,*,0.001,*,3.47,A,0.52,A,3.84,A,0.71,A,0.11,A,0.66,A,0.80,A
CF002,2,"GSWS08",2008,2008,8,F,0.74,E,7.65,A,47.66,A,24.50,A,0.40,A,8.83,A,0.043,A,0.041,A,0.021,A,0.002,D,0.04,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.002,*,0.000,*,4.28,A,0.58,A,4.32,A,0.76,A,0.11,A,0.66,A,1.12,A
CF002,2,"GSWS08",2008,2008,9,F,0.25,E,7.66,A,49.98,A,25.62,A,0.40,A,8.80,A,0.046,A,0.044,A,0.020,A,0.002,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.004,*,0.001,*,4.63,A,0.61,A,4.51,A,0.73,A,0.11,A,0.69,A,1.05,A
CF002,2,"GSWS08",2009,2008,10,F,0.51,A,7.68,A,50.56,A,25.96,A,0.57,A,8.44,A,0.052,A,0.046,A,0.031,A,0.006,D,0.06,A,0.07,A,0.06,D*,0.00,D,,N,,N,0.006,*,0.001,*,5.06,A,0.59,A,4.46,A,0.78,A,0.12,A,0.66,A,1.86,A
CF002,2,"GSWS08",2009,2008,11,F,5.87,A,7.52,A,40.35,A,20.21,A,1.16,A,7.87,A,0.046,A,0.041,A,0.025,A,0.005,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.005,*,0.000,*,3.67,A,0.51,A,3.69,A,0.61,A,0.11,A,0.68,A,1.68,A
CF002,2,"GSWS08",2009,2008,12,P,11.49,A,7.32,A,32.63,A,16.37,A,25.89,A,7.20,A,0.040,A,0.034,A,0.018,A,0.006,D,0.05,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.003,*,0.001,*,2.84,A,0.43,A,3.16,A,0.50,A,0.11,A,0.67,A,1.24,A
CF002,2,"GSWS08",2009,2009,1,P,34.17,A,7.33,A,31.60,A,15.83,A,20.06,A,7.21,A,0.036,A,0.032,A,0.016,A,0.004,D,0.05,A,0.04,A,0.04,D*,0.01,D,,N,,N,0.004,*,0.001,*,2.69,A,0.42,A,3.08,A,0.50,A,0.11,A,0.66,A,1.14,A
CF002,2,"GSWS08",2009,2009,2,F,7.80,A,7.49,A,32.54,A,16.37,A,1.36,A,7.53,A,0.029,A,0.027,A,0.016,A,0.002,D,0.03,A,0.04,A,0.04,D*,0.00,D,,N,,N,0.003,*,0.000,*,2.80,A,0.40,A,3.12,A,0.54,A,0.11,A,0.63,A,0.87,A
CF002,2,"GSWS08",2009,2009,3,F,12.79,A,7.44,A,32.40,A,16.42,A,2.93,A,7.24,A,0.031,A,0.029,A,0.017,A,0.002,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.003,*,0.001,*,2.74,A,0.39,A,3.12,A,0.55,A,0.11,A,0.63,A,0.85,A
